"Module"	"Genome"	"Pathwayperc"
"Cystine transport system"	"gasum"	0
"Arginine/ornithine transport system"	"gasum"	0
"Putative polar amino acid transport system"	"gasum"	0
"Branched-chain amino acid transport system"	"gasum"	0
"D-Methionine transport system"	"gasum"	0
"Peptides/nickel transport system"	"gasum"	0
"Iron complex transport system"	"gasum"	1
"Vitamin B12 transport system"	"gasum"	0
"Zinc transport system"	"gasum"	1
"Manganese/iron transport system"	"gasum"	0
"Putative zinc/manganese transport system"	"gasum"	0
"Cobalt/nickel transport system"	"gasum"	1
"Nickel transport system"	"gasum"	1
"Capsular polysaccharide transport system"	"gasum"	0
"Lipopolysaccharide transport system"	"gasum"	0
"Teichoic acid transport system"	"gasum"	0
"Lipooligosaccharide transport system"	"gasum"	0
"Sodium transport system"	"gasum"	0
"ABC-2 type transport system"	"gasum"	1
"Lipoprotein-releasing system"	"gasum"	0
"Cell division transport system"	"gasum"	0
"Hemin transport system"	"gasum"	0
"Heme transport system"	"gasum"	0
"DNA polymerase III complex, bacteria"	"gasum"	0
"DNA polymerase alpha / primase complex"	"gasum"	0
"DNA polymerase delta complex"	"gasum"	0
"DNA polymerase epsilon complex"	"gasum"	0
"DNA polymerase II complex, archaea"	"gasum"	1
"PTS system, glucose-specific II component"	"gasum"	0
"PTS system, maltose/glucose-specific II component"	"gasum"	0
"PTS system, N-acetylglucosamine-specific II component"	"gasum"	0
"PTS system, alpha-glucoside-specific II component"	"gasum"	0
"PTS system, sucrose-specific II component"	"gasum"	0
"PTS system, trehalose-specific II component"	"gasum"	0
"PTS system, beta-glucoside-specific II component"	"gasum"	0
"PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component"	"gasum"	0
"PTS system, fructose-specific II component"	"gasum"	0
"PTS system, mannitol-specific II component"	"gasum"	0
"PTS system, cellobiose-specific II component"	"gasum"	0
"PTS system, mannose-specific II component"	"gasum"	0
"PTS system, N-acetylgalactosamine-specific II component"	"gasum"	0
"PTS system, sorbose-specific II component"	"gasum"	0
"PTS system, galactitol-specific II component"	"gasum"	0
"PTS system, glucitol/sorbitol-specific II component"	"gasum"	0
"PTS system, lactose-specific II component"	"gasum"	0
"PTS system, D-glucosamine-specific II component"	"gasum"	0
"PTS system, ascorbate-specific II component"	"gasum"	0
"Origin recognition complex"	"gasum"	0
"MCM complex"	"gasum"	0
"GINS complex"	"gasum"	0
"PTS system, galactosamine-specific II component"	"gasum"	0
"RPA complex"	"gasum"	1
"RF-C complex"	"gasum"	0
"Holo-TFIIH complex"	"gasum"	1
"MRN complex"	"gasum"	0
"MRX complex"	"gasum"	0
"DNA polymerase zeta complex"	"gasum"	0
"DNA polymerase gamma complex"	"gasum"	0
"BRCA1-associated genome surveillance complex (BASC)"	"gasum"	1
"BER complex"	"gasum"	0
"DNA-PK complex"	"gasum"	0
"Multidrug/hemolysin transport system"	"gasum"	0
"Spermidine/putrescine transport system"	"gasum"	0
"Putrescine transport system"	"gasum"	0
"Mannopine transport system"	"gasum"	0
"2-Aminoethylphosphonate transport system"	"gasum"	0
"PTS system, N-acetylmuramic acid-specific II component"	"gasum"	0
"PTS system, 2-O-A-mannosyl-D-glycerate-specific II component"	"gasum"	0
"PTS system, fructose-specific II-like component"	"gasum"	0
"Pyruvate oxidation, pyruvate => acetyl-CoA"	"gasum"	1
"Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P"	"gasum"	0
"Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate"	"gasum"	0
"Bacitracin transport system"	"gasum"	0
"Uncharacterized ABC transport system"	"gasum"	0
"Manganese transport system"	"gasum"	0
"Iron/zinc/manganese/copper transport system"	"gasum"	0
"Manganese/zinc/iron transport system"	"gasum"	0
"Lipopolysaccharide export system"	"gasum"	0
"Bicarbonate transport system"	"gasum"	0
"Neutral amino acid transport system"	"gasum"	0
"Urea transport system"	"gasum"	0
"Dipeptide transport system"	"gasum"	0
"alpha-Hemolysin/cyclolysin transport system"	"gasum"	0
"RTX toxin transport system"	"gasum"	0
"S-Layer protein transport system"	"gasum"	1
"Hemophore/metalloprotease transport system"	"gasum"	0
"Multiple protein transport system"	"gasum"	0
"Adhesin protein transport system"	"gasum"	0
"Type II general secretion pathway"	"gasum"	0
"Type III secretion system"	"gasum"	0
"Type IV secretion system"	"gasum"	0
"Type VI secretion system"	"gasum"	0
"Sec (secretion) system"	"gasum"	1
"Twin-arginine translocation (Tat) system"	"gasum"	0
"Immunoproteasome"	"gasum"	0
"Cysteine biosynthesis, homocysteine + serine => cysteine"	"gasum"	0
"RaxAB-RaxC type I secretion system"	"gasum"	0
"Proteasome, 20S core particle"	"gasum"	0
"Proteasome, 19S regulatory particle (PA700)"	"gasum"	0
"Bacterial proteasome"	"gasum"	1
"Archaeal proteasome"	"gasum"	1
"Formaldehyde assimilation, xylulose monophosphate pathway"	"gasum"	0
"Formaldehyde assimilation, ribulose monophosphate pathway"	"gasum"	1
"Formaldehyde assimilation, serine pathway"	"gasum"	0
"Glutathione transport system"	"gasum"	0
"Microcin C transport system"	"gasum"	0
"Capsaicin biosynthesis, L-Phenylalanine => Capsaicin"	"gasum"	0
"Spliceosome, U1-snRNP"	"gasum"	0
"Spliceosome, U2-snRNP"	"gasum"	0
"Spliceosome, Prp19/CDC5L complex"	"gasum"	0
"Spliceosome, U4/U6.U5 tri-snRNP"	"gasum"	0
"Spliceosome, 35S U5-snRNP"	"gasum"	0
"Methanogenesis, methanol => methane"	"gasum"	0
"Methanogenesis, acetate => methane"	"gasum"	0
"Coenzyme M biosynthesis"	"gasum"	0
"Aminoacyl-tRNA biosynthesis, eukaryotes"	"gasum"	0
"Aminoacyl-tRNA biosynthesis, prokaryotes"	"gasum"	1
"Nucleotide sugar biosynthesis, eukaryotes"	"gasum"	0
"Nucleotide sugar biosynthesis, prokaryotes"	"gasum"	0
"EHEC pathogenicity signature, Shiga toxin"	"gasum"	0
"C10-C20 isoprenoid biosynthesis, bacteria"	"gasum"	0
"C10-C20 isoprenoid biosynthesis, archaea"	"gasum"	0
"C10-C20 isoprenoid biosynthesis, plants"	"gasum"	0
"C10-C20 isoprenoid biosynthesis, non-plant eukaryotes"	"gasum"	0
"Ethylene biosynthesis, methionine => ethylene"	"gasum"	0
"Cyanogenic glycoside biosynthesis, tyrosine => dhurrin"	"gasum"	0
"Glucosinolate biosynthesis, tryptophan => glucobrassicin"	"gasum"	0
"Castasterone biosynthesis, campesterol => castasterone"	"gasum"	0
"Abscisic acid biosynthesis, beta-carotene => abscisic acid"	"gasum"	0
"Ethylmalonyl pathway"	"gasum"	0
"Dicarboxylate-hydroxybutyrate cycle"	"gasum"	0
"Hydroxypropionate-hydroxybutylate cycle"	"gasum"	0
"3-Hydroxypropionate bi-cycle"	"gasum"	0
"Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)"	"gasum"	0
"F420 biosynthesis"	"gasum"	0
"SCF-MET30 complex"	"gasum"	0
"SCF-BTRC complex"	"gasum"	0
"SCF-SKP2 complex"	"gasum"	0
"SCF-FBS complex"	"gasum"	0
"ECV complex"	"gasum"	0
"Cul3-SPOP complex"	"gasum"	0
"Cul4-DDB1-DDB2 complex"	"gasum"	0
"Cul4-DDB1-CSA complex"	"gasum"	0
"SCF-FBW7 complex"	"gasum"	0
"ECS complex"	"gasum"	0
"APC/C complex"	"gasum"	0
"Exosome, archaea"	"gasum"	1
"Exosome, eukaryotes"	"gasum"	1
"Ski complex"	"gasum"	0
"TRAMP complex"	"gasum"	0
"RNA degradosome"	"gasum"	1
"Decapping complex"	"gasum"	0
"Lsm 2-8 complex"	"gasum"	0
"Lsm 1-7 complex"	"gasum"	0
"Sm core complex"	"gasum"	0
"Cap binding complex"	"gasum"	0
"p97-Ufd1-Npl4 complex"	"gasum"	1
"Sec61 complex"	"gasum"	1
"Translocon-associated protein (TRAP) complex"	"gasum"	0
"HRD1/SEL1 ERAD complex"	"gasum"	1
"COPII complex"	"gasum"	0
"THC complex"	"gasum"	0
"TREX complex"	"gasum"	0
"SCF-CDC4 complex"	"gasum"	0
"ESCRT-0 complex"	"gasum"	0
"ESCRT-I complex"	"gasum"	0
"ESCRT-II complex"	"gasum"	0
"SCF-GRR1 complex"	"gasum"	0
"ESCRT-III complex"	"gasum"	0
"FA core complex"	"gasum"	0
